id,Area,city_id,zone_id
1573,Jawahar Bhawan,4,48
1574,Thapar House,4,48
1575,Kerala House,4,48
1576,Janpath Hotel,4,48
1577,Imperial Hotel,4,48
1578,Shastri Bhawan,4,48
1579,Shangri La Hotel,4,48
1580,Tolstoy Marg,4,48
1581,Rajiv Gandhi Foundation,4,48
1582,Patel Chowk Metro Station,4,48
1583,Patel Bhawan,4,48
1584,Red Cross Society,4,48
1585,Yojna Bhawan,4,48
1586,Prasar Bharti_Patel Chowk,4,48
1587,Dak Bhawan,4,48
1588,Jeevan Vihar,4,48
1589,Sanchar Bhawan,4,48
1590,Chelmsford Club,4,48
1591,Election Commission Of India,4,48
1592,Press Trust Of India,4,48
1593,Ywca,4,48
1594,Central Secretriat,4,48
1595,Rail Bhawan_Central Secretriat,4,48
1596,Nirman Bhawan,4,48
1597,Vayu Bhawan,4,48
1598,Raisina Road,4,48
1599,Krishi Bhawan,4,48
1600,Sansad Bhawan,4,48
1601,North Block,4,48
1602,South Block,4,48
1603,Gurudwara Rakabganj,4,48
1604,Kendriya Bus Terminal,4,48
1605,Raisina Hill,4,48
1606,Ministry Of External Affairs,4,48
1607,Rashtrapati Bhawan_Sansad Bhawan,4,48
1608,Gole Dakhana Gpo,4,48
1609,Pandit Pant Marg,4,48
1610,Gole Market,4,48
1611,Havelock Square,4,48
1612,Rml Hospital,4,48
1613,Bangla Sahib Gurudwara,4,48
1614,Ymca,4,48
1615,Jai Singh Road,4,48
1616,Ip Estate,4,47
1617,Vikas Marg,4,47
1618,Vikas Bhawan,4,47
1619,University Grant Commision,4,47
1620,Indira Gandhi Sports Complex,4,47
1621,Rose Garden_Ip Estate,4,47
1622,Indra Gandhi Indoor Stadium,4,47
1623,Ashoka Pillar,4,47
1624,Manak Bhawan,4,47
1625,Tilak Bridge,4,47
1626,Azad Bhawan,4,47
1627,Bahdur Shah Zafar Marg,4,47
1628,Ito,4,47
1629,Feroz Shah Kotla Cricket Ground,4,47
1630,Feroz Shah Kotla,4,47
1631,Pant Nagar,4,47
1632,Prasar Bharti_Ip Estate,4,47
1633,Maulana Azad Medical College,4,47
1634,Rose Avenue,4,47
1635,Bal Bhawan,4,47
1636,National Children Museum,4,47
1637,Maat Sundari Women College,4,47
1638,Deen Dayal Upadhyay Marg,4,47
1639,Kotla Marg,4,47
1640,Darya Ganj,4,47
1641,Broadway Hotel,4,47
1642,Stock Exchange,4,47
1643,Asaf Ali Road,4,47
1644,Golcha Cinema,4,47
1645,Lok Narain Jai Prakash Hospital,4,47
1646,Gb Pant Hospital,4,47
1647,Irwin Hospital,4,47
1648,Meena Bazar,4,47
1649,Delhi Gate,4,47
1650,Ramlila Maidan,4,47
1651,Minto Road,4,47
1652,Turk Man Gate,4,47
1653,Raj Ghat,4,47
1654,Vijay Ghat,4,47
1655,Shakti Sthal,4,47
1656,Vir Bhumi,4,47
1657,Shanti Van,4,47
1658,Red Fort,4,47
1659,Chandni Chowk,4,47
1660,Old Delhi Railway Station,4,47
1661,Jama Masjid,4,47
1662,Sheesh Ganj Gurudwar,4,47
1663,"Lajpat rai market, chandini chowk",4,47
1664,Nai Sarak,4,47
1665,Sita Ram Bazar,4,47
1666,Chawri Bazar,4,47
1667,Town Hall,4,47
1668,Matia Mahal,4,47
1669,Hauz Qazi,4,47
1670,Roshan Pura,4,47
1671,Bhagirath Palace,4,47
1672,Fatehpuri,4,47
1673,Lahore Gate,4,47
1674,Khari Baoli,4,47
1675,Ndrs Paharganj,4,47
1676,Ndrs Ajmeri Gate,4,47
1677,Arya Nagar,4,47
1678,Ram Nagar Paharganj,4,47
1679,Ginger Hotel,4,47
1680,Motia Khan,4,47
1681,Aram Bagh,4,47
1682,Nabi Karim,4,47
1683,Sadar Bazar,4,47
1684,Pahari Dhiraj,4,47
1685,Main Bazar,4,47
1686,Chuna Mandi,4,47
1687,Multani Dhanda,4,47
1688,Deshbandhu Gupta Road,4,47
1689,Karol Bagh,4,39
1690,Karol Bagh Metro Station,4,39
1691,Gaffar Market,4,39
1692,Ajmal Khan Road,4,39
1693,Ajmal Khan Park,4,39
1694,Videocon Tower,4,39
1695,Arya Samaj Market,4,39
1696,Bedan Pura,4,39
1697,Tibbia College,4,39
1698,Jhandewalan Ext,4,39
1699,Jhandewalan,4,39
1700,Buddha Garden,4,39
1701,Sarai Rohilla Railway Station,4,42
1702,Dev Nagar,4,42
1703,Anand Parvat,4,42
1704,Punjabi Basti,4,42
1705,Khalsa College,4,42
1706,Liberty Cinema,4,42
1707,New Rohtak Road,4,42
1708,Filmistan,4,42
1709,Kishan Ganj,4,42
1710,Rajendra Nagar,4,39
1711,Old Rajender Nagar,4,39
1712,New Rajendra Nagar,4,39
1713,Rajendra Palace,4,39
1714,Siddhartha Hotel,4,39
1715,Prasad Nagar,4,39
1716,West Patel Nagar,4,39
1717,East Patel Nagar,4,39
1718,Pusa Institute,4,39
1719,Patel Nagar,4,39
1720,Ranjit Nagar_Patel Nagar,4,39
1721,South Patel Nagar,4,39
1722,Guru Arjun Nagar,4,39
1723,Guru Nanak Nagar,4,39
1724,Lodhi Garden,4,48
1725,Cgo Complex,4,48
1726,Jawahar Lal Nehru Stadium,4,48
1727,Lodhi Estate,4,48
1728,Pragati Vihar,4,48
1729,Lodhi Colony,4,48
1730,India Habitat Centre,4,48
1731,India International Centre,4,48
1732,Bk Dutt Colony,4,48
1733,Jor Bagh,4,48
1734,Bharti Nagar,4,48
1735,Khan Market,4,48
1736,Claridges Hotel,4,48
1737,Jodhpur House,4,48
1738,Gandhi Smriti,4,48
1739,Prithivi Raj Road,4,48
1740,Delhi Gymkhana Club,4,48
1741,Delhi Golf Course,4,48
1742,Delhi Race Club,4,48
1743,Teen Murti Bhawan,4,48
1744,Safdarjung Airport,4,48
1745,Delhi Flying Club,4,48
1746,Rajiv Gandhi Bhawan,4,48
1747,Safdrjung Tomb,4,48
1748,Taj Mahal Hotel,4,48
1749,Mansingh Road,4,48
1750,Vidyut Bhawan_Taj Mahal Hotel,4,48
1751,Sujan Singh Park,4,48
1752,Ambasdor Hotel_Taj Mahal Hotel,4,48
1753,Rashtrapati Bhawan,4,48
1754,Mughal Garden,4,48
1755,Wellington Crescent,4,48
1756,President Estate,4,48
1757,Talkatora Stadium,4,48
1758,North Avenue,4,48
1759,11 Murti,4,48
1760,South Avenue,4,48
1761,Kamraj Lane,4,48
1762,Sunehri Bagh,4,48
1763,Dalhousie Road,4,48
1764,Vayusena Head Office,4,48
1765,Akbar Road,4,48
1766,Chanakya Puri,4,48
1767,Ashoka  Hotel,4,48
1768,Samrat Hotel,4,48
1769,Nehru Park,4,48
1770,Shanti Path,4,48
1771,"Panchsheel Marg, Chanakyapuri",4,48
1772,National Rail Museum,4,48
1773,Chanakya Cinema,4,48
1774,Vinay Marg,4,48
1775,Malcha Marg,4,48
1776,Kautilya Marg,4,48
1777,Nyay Marg,4,48
1778,Bapu Dham,4,48
1779,Sardar Patel Marg,4,48
1780,Diplomatic Enclave,4,48
1781,Taj Palace,4,48
1782,Maurya Sheraton,4,48
1783,Diplomat Hotel,4,48
1784,Jesus And Mary College,4,48
1785,Us  Embassy,4,48
1786,Lady Harding Medical College,4,48
1787,Kalawati Saran Child Hospital,4,48
1788,Rk Ashram Metro Station,4,48
1789,Panchkuian Marg,4,48
1790,Shora Kothi,4,48
1791,Basant Road,4,48
1792,Noida Sector 14,4,66
1793,Noida Sector 2,4,66
1794,Noida Sector 1,4,66
1795,Noida Sector 3,4,66
1796,Noida Sector 15,4,66
1797,Noida Sector 4,4,66
1798,Noida Sector 16,4,66
1799,Noida Sector 17,4,66
1800,Bhel,4,66
1801,Filmcity,4,66
1802,Gol Chakkar,4,66
1803,Gail,4,66
1804,Rajnigandha Chowk,4,66
1805,Super Casettes,4,66
1806,Birla Institute,4,66
1807,Noida Sector 5,4,66
1808,Noida Sector 6,4,66
1809,Noida Sector 7,4,66
1810,Noida Sector 8,4,66
1811,Noida Sector 9,4,66
1812,Noida Sector 10,4,66
1813,Noida Sector 11,4,66
1814,Metro Hospital,4,66
1815,Noida Sector 12,4,66
1816,Rashtriya Sahara,4,66
1817,Indra Gandhi Kala Centre,4,66
1818,Noida Sector 22,4,66
1819,Noida Sector 23,4,66
1820,Noida Sector 24,4,66
1821,Noida Stadium,4,66
1822,Noida Sector 25,4,66
1823,Noida Sector 21,4,66
1824,Pvr Spice,4,66
1825,Adobe,4,66
1826,Reliance Energy,4,66
1827,Prakash Hospital_Noida Sector 22,4,66
1828,Kailash Hospital_Noida,4,66
1829,Noida V Vgiri Nli S-24,4,66
1830,Jalvayu Vihar_Noida Sector 22,4,66
1831,Ntpc Township,4,66
1832,National Labour Institute,4,66
1833,Kali Bari Noida,4,66
1834,Noida Sector 18,4,66
1835,Noida Sector 19,4,66
1836,Noida Sector 20,4,66
1837,Noida Sector 17_Noida Sector 18,4,66
1838,Noida Sector 26,4,66
1839,Noida Sector 27,4,66
1840,Raddison Hotel Noida,4,66
1841,Great India Palace Mall,4,66
1842,Adlabs Cinema,4,66
1843,Wave Cinema,4,66
1844,Centre Stage Mall,4,66
1845,Atta Market,4,66
1846,Atta Peer,4,66
1847,Nirulas,4,66
1848,Max Hospital Noida,4,66
1849,Bhel Housing Colony,4,66
1850,Sab Mall,4,66
1851,Noida Sector 37,4,66
1852,Noida Sector 30,4,66
1853,Noida Sector 29,4,66
1854,Noida Sector 28,4,66
1855,Golfcourse Noida,4,66
1856,Botanical Garden Metro Station,4,66
1857,Godavri Complex,4,66
1858,Shashi Chowk,4,66
1859,Noida Golfcourse Metro Station,4,66
1860,Arun Vihar Institute And Club,4,66
1861,Chalera,4,66
1862,Dps Noida,4,66
1863,Harijan Basti,4,66
1864,Bhardwaj Hospital,4,66
1865,Noida Sector 44,4,66
1866,Noida City Centre Metro Station,4,66
1867,Noida Sector 31,4,66
1868,Noida Sector 32,4,66
1869,Noida Sector 36,4,66
1870,Noida Sector 35,4,66
1871,Morna,4,66
1872,Noida Sector 34,4,66
1873,Noida Sector 33,4,66
1874,Nithari,4,66
1875,Noida Sector 40,4,66
1876,Noida Sector 41,4,66
1877,Noida Sector 50,4,66
1878,Noida Sector 39,4,66
1879,Noida Sector 42,4,66
1880,Noida Sector 49,4,66
1881,Noida Sector 51,4,66
1882,Aghapur,4,66
1883,Baraula,4,66
1884,Hoshiyarpur Village,4,66
1885,Noida Sector 61,4,73
1886,Noida Sector 71,4,73
1887,Noida Sector 53,4,73
1888,Noida Sector 52,4,73
1889,Noida Sector 54,4,73
1890,Mamura,4,73
1891,Village Desai,4,73
1892,Kanchenjunga Shopping Centre,4,73
1893,Kanchenjunga Apts,4,73
1894,Shoprix Mall,4,73
1895,Noida Sector 55,4,73
1896,Noida Sector 56,4,73
1897,Noida Sector 57,4,73
1898,Noida Sector 60,4,73
1899,Noida Sector 58,4,73
1900,Noida Sector 62,4,73
1901,Rail Vihar Noida,4,73
1902,Hcl Bpo,4,73
1903,Ibm Tower,4,73
1904,Flex Industries,4,73
1905,Csc,4,73
1906,Patni Computers,4,73
1907,Tech Mahindra,4,73
1908,Tcs Ltd,4,73
1909,Jaypee Inst Of Inf Technology,4,73
1910,Expo Centre,4,73
1911,Fortis Hospital Noida,4,73
1912,Noida Sector 59,4,73
1913,Exl,4,73
1914,Dataworld Information Centre,4,73
1915,Tot Mall,4,73
1916,Noida Sector 110,4,72
1917,Noida Sector 105,4,72
1918,Noida Sector 108,4,72
1919,Noida Sector 82,4,72
1920,Swarnim Vihar,4,72
1921,Unitech Grande,4,72
1922,Kendriya Vihar_Noida,4,72
1923,Windsor It Park,4,72
1924,Amity University,4,72
1925,Bhangel,4,72
1926,Charmswood Village,4,64
1927,Dayal Bagh Colony,4,64
1928,Navdurga Vihar,4,64
1929,Eros Garden,4,64
1930,Sterling Apts,4,64
1931,Bevedre Tower,4,64
1932,Mayfair Tower,4,64
1933,Surajkund,4,54
1934,Raj Hans Hotel,4,54
1935,Hill View Hotel,4,54
1936,Claridges Hotel Fbd,4,54
1937,Faridabad Sector 37,4,64
1938,Faridabad Sector 38,4,64
1939,Faridabad Sector 27D,4,64
1940,Faridabad Sector 36,4,64
1941,Saffron Heights Hotel,4,64
1942,Crown Interiorz Hotel,4,64
1943,Usha Electronics,4,64
1944,Sarai Chowk,4,64
1945,Nhpc Chowk,4,64
1946,Nhpc Colony,4,64
1947,Faridabad Sector 27C,4,64
1948,Faridabad Sector 34,4,64
1949,Faridabad Sector 35,4,64
1950,Faridabad Sector 42,4,64
1951,Faridabad Sector 41,4,64
1952,Ashoka Enclave,4,64
1953,Indraprastha Colony,4,64
1954,Rajeev Nagar Fbd,4,64
1955,Dlf Industrial Area Fbd,4,64
1956,Dayal Basti,4,64
1957,Faridabad Sector 43,4,64
1958,Faridabad Sector 44,4,64
1959,Faridabad Sector 45,4,64
1960,Faridabad Sector 46,4,64
1961,Faridabad Sector 32,4,64
1962,Faridabad Sector 33,4,64
1963,Rail Vihar_Badhkal,4,64
1964,Faridabad Sector 30,4,64
1965,Faridabad Sector 31,4,64
1966,Green Fields Colony,4,64
1967,Hbh Colony,4,64
1968,Indrapatha Colony,4,64
1969,Springfield Colony,4,64
1970,Rajendra Colony,4,64
1971,Godrej,4,64
1972,Haveels Chowk,4,64
1973,Maewala Maharajpur,4,64
1974,Badhkal Chowk,4,64
1975,Faridabad Sector 28,4,64
1976,Faridabad Sector 29,4,64
1977,Rajiv Gandhi Chowk_Faridabad,4,65
1978,Faridabad Sector 21C,4,65
1979,Faridabad Sector 27A,4,65
1980,Friends Colony Fbd,4,65
1981,Faridabad Sector 21A,4,64
1982,Faridabad Sector 21B,4,65
1983,Faridabad Sector 21D,4,65
1984,Shastri Colony,4,65
1985,Gopi Colony,4,65
1986,Fatehpur Chandela,4,65
1987,Baba Nagar,4,65
1988,Faridabad Sector 17,4,65
1989,Faridabad Sector 16A,4,64
1990,Faridabad Sector 16,4,64
1991,Faridabad Sector 19,4,65
1992,Faridabad Sector 18,4,65
1993,New Industrial Township,4,65
1994,New Industrial Township 1,4,65
1995,New Industrial Township 2,4,65
1996,New Industrial Township 3,4,65
1997,Ew Industrial Township 4,4,65
1998,New Industrial Township 5,4,65
1999,Pvr,4,65
2000,Dabua Colony,4,65
2001,Gandhi Chowk -Badhkal,4,65
2002,Sanjay Colony_Faridabad,4,65
2003,Canal Colony,4,65
2004,Vishnu Place,4,65
2005,Arjonda Chowk,4,65
2006,Faridabad Sector 11C,4,64
2007,Faridabad Sector 12,4,64
2008,Faridabad Sector 14,4,64
2009,Faridabad Sector 13,4,64
2010,Faridabad Sector 15A,4,64
2011,Faridabad Sector 10,4,64
2012,Faridabad Sector 9,4,64
2013,Faridabad Sector 49,4,64
2014,Nahar Singh Cricket Stadium,4,64
2015,Indra Nagar,4,64
2016,Aravali Golf Course,4,64
2017,New Janta Colony,4,64
2018,Bata Chowk,4,64
2019,Old Faridabad,4,64
2020,Faridabad New Town,4,64
2021,Faridabad Sector 5,4,65
2022,Faridabad Sector 6,4,65
2023,Faridabad Sector 7,4,65
2024,Faridabad Sector 22,4,65
2025,Faridabad Sector 23,4,65
2026,Feroz Gandhi Colony_Ymca,4,65
2027,Faridabad Sector 24,4,65
2028,Faridabad Sector 8,4,65
2029,Faridabad Sector 11,4,65
2030,Azad Colony,4,65
2031,Sanjay Colony_Ymca,4,65
2032,Faridabad Sector 4,4,65
2033,Faridabad Sector 3,4,65
2034,Saran,4,65
2035,Yamha Motor India,4,65
2036,Ymca Chowk,4,65
2037,Sanjay Memorial Estate,4,65
2038,Faridabad 60,4,65
2039,Faridabad 59,4,65
2040,Faridabad 58,4,65
2041,Faridabad 56,4,65
2043,Faridabad 25,4,65
2044,Faridabad 61,4,65
2045,Faridabad Bus Terminal,4,65
2046,Mukesh Colony,4,65
2047,Natthu Colony,4,65
2048,Ballabgarh,4,65
2049,Syam Colony,4,65
2050,Aiims,4,50
2051,Safdarjung Hospital,4,50
2052,Kidwai Nagar East,4,50
2053,Kidwai Nagar West,4,50
2054,Aiims Hostel,4,50
2055,Ansari Nagar,4,50
2056,Dilli Haat,4,50
2057,Ina Market,4,50
2058,Gautam Nagar,4,50
2059,Kamla Nehru College,4,50
2060,Ayurvigyan Nagar,4,50
2061,Hudco Place_Gautam Nagar,4,50
2062,Anand Lok,4,50
2063,Neeti Bagh,4,50
2064,Hauz Khas,4,53
2065,Padmini Enclave,4,53
2066,Hauz Khas Village,4,53
2067,Siri Fort_Hauz Khas,4,53
2068,Aurobindo Marg,4,53
2069,Aurobindo Market,4,53
2070,Yusuf Sarai,4,53
2071,Green Park,4,53
2072,Green Park Ext,4,53
2073,Hauz Rani,4,53
2074,Uday Park,4,53
2075,"Panchsheel Park, Rajendra Nagar, Ghaziabad,",4,69
2076,Panchsheel Park North,4,69
2077,Panchsheel Park South,4,69
2078,Soami Nagar,4,50
2079,Panchsheel Enclave,4,50
2080,Sheikh Sarai Phase 1,4,50
2081,Sheikh Sarai Phase 2,4,50
2082,Chirag Delhi,4,50
2083,Chirag Delhi Village,4,50
2084,Sheikh Sarai Village,4,50
2085,Malviya Nagar,4,52
2086,Khirki Extension,4,52
2087,Khirki Village,4,52
2088,Mmtc,4,52
2089,Shivalik,4,52
2090,Saket,4,54
2091,Press Enclave,4,54
2092,Pushp Vihar,4,54
2093,Max Hospital SAKET,4,54
2094,Lado Sarai,4,54
2095,Lado Sarai-Garden Of Five Senses,4,54
2096,Neb Sarai,4,54
2097,Paryavaran Complex,4,54
2098,Maidangarhi,4,54
2099,Neb Sarai Extn,4,54
2100,Adhchini,4,52
2101,Qutab Enclave,4,52
2102,Qutab Institutional Area,4,52
2103,Katwaria Sarai,4,52
2104,Sita Ram Bharti Hospital,4,52
2105,Jia Sarai,4,52
2106,Aruna Asaf Ali Marg,4,52
2107,Ncert,4,52
2108,Qutub Hotel,4,52
2109,Qutub Minar,4,53
2110,Sanjay Van,4,53
2111,Jain Dada Bari,4,53
2112,Chattarpur Mandir,4,54
2113,Ladha Sarai,4,54
2114,Sultan Pur,4,55
2115,New Manglapuri,4,54
2116,Satbari,4,54
2117,Tivoli Garden,4,54
2118,Rajpur Colony,4,54
2119,Chattarpur Extension,4,54
2120,Aya  Nagar,4,56
2121,Ghitorni,4,56
2122,John Pur,4,56
2123,Anandgram,4,56
2124,Claremont Hotel,4,56
2125,Sainik Farm,4,54
2126,Khanpur,4,54
2127,Khanpur Village,4,54
2128,Deoli,4,54
2129,"Tigri, New Delhi, Delhi",4,54
2130,"Sangam Vihar, Devli, New Delhi",4,54
2131,Tughlakabad,4,52
2132,Hamdard Nagar,4,52
2133,Madangir,4,52
2134,Madangir Village,4,52
2135,Dakshinpuri,4,52
2136,Batra Hospital,4,52
2137,Dr Ambedkar Nagar,4,52
2138,Badarpur,4,51
2139,Lal Kuan,4,51
2140,Pul Prehladpur,4,51
2141,Tajpur Village,4,51
2142,Molarband,4,51
2143,Molarband Extension,4,51
2144,Mohan Co-Operative,4,51
2145,Ntpc Badarpur,4,51
2146,Sarita Vihar,4,51
2147,Apollo Hospital,4,51
2148,Shaheen Bagh,4,51
2149,Kalindi Kunj,4,51
2150,Jasola Vihar,4,51
2151,Madanpur Khadar,4,51
2152,Abufazal Enclave,4,51
2153,Zakir Bagh,4,51
2154,Jamia Millia Islamia,4,51
2155,Batla House,4,51
2156,Zakir Nagar,4,51
2157,Jauhar Bagh,4,51
2158,Okhla Industrial Area Phase 1,4,51
2159,Okhla Industrial Area Phase 2,4,51
2160,Ishwar Nagar,4,51
2161,Sanjay Colony_Okhla,4,51
2162,Okhla Railway Station,4,51
2163,New Friends Colony,4,51
2164,Friends Colony East,4,51
2165,Crown Plaza Nfc,4,51
2166,Sukhdev Vihar,4,51
2167,Sarai Julena,4,51
2168,Taimoor Nagar,4,51
2169,Kalkaji,4,52
2170,Kalkaji Extension,4,52
2171,Govindpuri,4,52
2172,Giri Nagar,4,52
2173,Alaknanda,4,52
2174,Deshbandhu College,4,52
2175,Gupta Apartments,4,52
2176,Balaji Estate,4,52
2177,Kalkaji Mandir,4,52
2178,"Tara Apartment, Alaknanda",4,52
2179,Cr Park,4,52
2180,Greater Kailash 2,4,52
2181,Greater Kailash 3,4,52
2182,Greater Kailash Enclave 2,4,52
2183,Savitri Cineplex,4,52
2184,Nehru Place,4,50
2185,Nehru Enclave,4,50
2186,Paras Cinema,4,50
2187,Lotus Temple,4,50
2188,Pamposh Enclave,4,52
2189,Chirag Enclave,4,52
2190,Hemkunt Colony,4,52
2191,Greater Kailash Enclave 1,4,50
2192,East Of Kailash,4,50
2193,Amrit Puri,4,50
2194,Sapna Cinema,4,50
2195,Iscon Temple,4,50
2196,Garhi,4,50
2197,Sant Nagar,4,50
2198,Kailsah Hill,4,50
2199,Mount Kailash,4,50
2200,Greater Kailash 1,4,52
2201,Kailash Colony,4,52
2202,Zamrud Pur,4,52
2203,Lady Sri Ram College,4,52
2204,Ashram,4,50
2205,Bhogal,4,50
2206,Siddhartha Enclave,4,50
2207,Kilokri,4,50
2208,Hari Nagar Ashram,4,50
2209,Jiwan Nagar,4,50
2210,Bhagwan Nagar,4,50
2211,Siddhartha Nagar/Ext,4,50
2212,Nehru Nagar_Ashram,4,50
2213,Maharani Bagh,4,50
2214,Mahasriniwaspuri,4,50
2215,Mahakalindi Colony,4,50
2216,Mahaparmanand Estate,4,50
2217,Lajpat Nagar 1,4,50
2218,Lajpat Nagar 2,4,50
2219,Lajpat Nagar 3,4,50
2220,Vinoba Puri,4,69
2221,Lajpat Nagar Central Market,4,50
2222,Dayanand Colony,4,62
2223,Lajpat Nagar 4,4,50
2224,Vikram Vihar,4,62
2225,Amar Colony_Gurgaon,4,62
2226,Nirmalpur Colony,4,62
2227,Andrews Ganj,4,50
2228,Moolchand Hospital,4,50
2229,Hudco Place_Andrews Ganj,4,50
2230,Ansal Plaza_Andrews,4,50
2231,Andrews Ganj Extension,4,50
2232,Sadiq Nagar,4,50
2233,Safdarjung Enclave,4,53
2234,Arjun Nagar,4,53
2235,Krishna Nagar Safdarjung,4,53
2236,Safdar Jung Development Area,4,53
2237,Rose Garden_Safdarjung Enclave,4,53
2238,Nauroji Nagar,4,53
2239,Deer Park,4,53
2240,Bhikaji Cama Palace,4,53
2241,Hyatt Hotel,4,53
2242,Mohammadpur,4,53
2243,Sarojini Nagar,4,53
2244,Rk Puram Sector 1,4,53
2245,Rk Puram Sector 2,4,53
2246,Rk Puram Sector 3,4,53
2247,Rk Puram Sector 4,4,53
2248,Rk Puram Sector 5,4,53
2249,Rk Puram Sector 6,4,53
2250,Rk Puram Sector 7,4,53
2251,Rk Puram Sector 8,4,53
2252,Rk Puram Sector 9,4,53
2253,Rk Puram Sector 10,4,53
2254,Rk Puram Sector 11,4,53
2255,Rk Puram Sector 12,4,53
2256,Som Vihar,4,53
2257,Moti Bagh,4,49
2258,Satya Niketan,4,49
2259,Rao Tula Ram Marg,4,49
2260,Westend,4,49
2261,Anand Niketan,4,49
2262,Shanti Niketan,4,49
2263,Moti Bagh North,4,49
2264,Moti Bagh South,4,49
2265,Moti Bagh Gurudwara,4,49
2266,Nanakpura,4,49
2267,Iit Campus,4,53
2268,Iit -Aravali Hostel,4,53
2269,Sarvapriya Vihar,4,53
2270,Essex Farms,4,53
2271,Iit Hostel,4,53
2272,Kalu Sarai,4,53
2273,Azad Apartments,4,53
2274,Munirka Enclave,4,53
2275,Munirka Dda Flats,4,53
2276,Munirka Village,4,53
2277,Munirka Vihar,4,53
2278,Vasant Vihar,4,53
2279,Basant Lok,4,53
2280,Pvr Priya,4,53
2281,Vasant Vihar Club,4,53
2282,Jnu Campus,4,53
2283,Ber Sarai,4,53
2284,Vasant Enclave,4,27
2285,Basant Gaon,4,27
2286,Subroto Park,4,27
2287,Vasant Continental Hotel,4,27
2288,R And R Hospital,4,27
2289,Anuj Vihar,4,36
2290,Vasant Kunj Block A,4,53
2291,Vasant Kunj Block B,4,53
2292,Vasant Kunj Block C,4,53
2293,Vasant Kunj Block D,4,53
2294,Masudpur,4,53
2295,Grand Hyatt,4,53
2296,Rang Puri,4,53
2297,Mahipal Pur,4,53
2298,Radisson,4,53
2299,Rajokri,4,53
2300,Nelson Mandela Marg,4,53
2301,Indian Spinal Injuries,4,53
2302,Defence Colony,4,50
2303,Kotla Mubarakpur,4,50
2304,Kasturba Nagar,4,50
2305,Jungpura,4,50
2306,Sewa Nagar,4,50
2307,South Ex-1,4,50
2308,South Ex-2,4,50
2309,Wazir Nagar,4,50
2310,Vaishali,4,70
2311,Ambedkar Park,4,70
2312,Neelpadam Complex,4,70
2313,Maharaja Agarasen Chowk,4,70
2314,Amrapali Apts,4,70
2315,Vaishali Ext,4,70
2316,"Indirapuram, Ghaziabad",4,70
2317,Ashiana Greens,4,70
2318,Shipra Suncity,4,70
2319,Kaushambhi,4,70
2320,Dabur,4,70
2321,Jaipuria Plaza,4,70
2322,Windsor Park,4,70
2323,Aditya Mega City,4,70
2324,Shipra Riveria,4,70
2325,Gyan Khand,4,70
2326,Niti Khand,4,70
2327,Nyay Khand,4,70
2328,Shakti Khand,4,70
2329,Fun Do World,4,70
2330,Raddison Ghz,4,70
2331,Ramprastha,4,70
2332,Amrit Cinema,4,70
2333,Surya Nagar,4,70
2334,vasundhra_ghaziabad,4,70
2335,Pir Colony,4,70
2336,Sahibabad Indl Estate,4,70
2337,Sahibabad,4,70
2338,Jhandapur,4,70
2339,Paharpur Inds,4,70
2340,Brij Vihar,4,70
2341,Shyam Park,4,70
2342,"Rajendra Nagar, Ghaziabad",4,69
2343,Rajendra Nagar_Vasundhara,4,70
2344,Shalimar Garden,4,44
2345,Brindawan Garden,4,44
2346,Rajendra Nagar_Shalimar Garden,4,44
2347,Rajnigandha Apts,4,44
2348,Ganeshpura,4,44
2349,Janak Puri_Ghaziabad,4,44
2350,Dr Ram Manaohar Lohia Park,4,44
2351,Lajpat Nagar,4,50
2352,Mohan Nagar,4,44
2353,Rajiv Colony,4,44
2354,Loni Inds Area,4,44
2355,Pyarelal Colony,4,44
2356,Mohan Meakins,4,70
2357,Dcm Daewoo Motors,4,70
2358,Payal Kunj,4,70
2359,Anand Ind Estate,4,70
2360,Arthala,4,70
2361,Sanjay Colony,4,70
2362,Olive Country,4,70
2363,Rail Vihar_Mohan Meakin Industrial Estate,4,70
2364,Patel Nagar_Ghaziabad,4,71
2365,Ghaziabad Old Bus Stand,4,71
2366,Lohia Nagar,4,71
2367,Merut Road Inds Area,4,50
2368,P And T Colony,4,50
2369,District Court,4,50
2370,Nehru Nagar,4,50
2371,Institute Of Management Technology,4,50
2372,New Ghaziabad,4,71
2373,Ghanta Ghar,4,50
2374,Dayanand Nagar,4,50
2375,Gandhi Nagar_Nehru Nagar,4,50
2376,Nasirpur,4,50
2377,Ashok Nagar_Nehru Nagar,4,50
2378,Kallupura,4,50
2379,Kavi Nagar,4,71
2380,Kavi Nagar Inds Area,4,71
2381,Shastri Nagar Ghz,4,71
2382,Nehru Nagar - Ghaziabad,4,71
2383,Razapur,4,71
2384,Mahendra Enclave,4,71
2385,Govinpuram,4,71
2386,Gda Colony,4,71
2387,Raispur,4,71
2388,Sanjay Nagar,4,71
2389,Ansals Chiranjiv Vihar,4,71
2390,Pandav Nagat Inds Area,4,71
2391,Baghwali Colony,4,71
2392,Ansal Avantika,4,71
2393,Dhanwantri Puram,4,71
2394,Lal Kuan Industrial Area,4,64
2395,Daulat Pura,4,64
2396,Bulandshahr Road Inds Area,4,64
2397,Ghaziabad Ispat Ltd,4,71
2398,Shyamaprasad Mukerjee Park,4,64
2399,Loha Mandi Ghz,4,64
2400,Jai Praksh Nagar,4,64
2401,Vivekanand Nagar,4,64
2402,Amrit Nagar,4,64
2403,Moheman Sarai,4,64
